plate_name,plate_image,file_name
Bear Creek Council,https://dojmt.gov/wp-content/uploads/Bear-Creek-Council-Thumbnail-v2.jpg,imgs/bear_creek_council.jpg
Beartooth Back Country Horsemen,https://dojmt.gov/wp-content/uploads/plateBackCountryHorsemenThumb.jpg,imgs/beartooth_back_country_horsemen_2.jpg
Bitter Root Humane Association,https://dojmt.gov/wp-content/uploads/bitterroot-humane-association-thumbs.jpg,imgs/bitter_root_humane_association.jpg
Buffalo Field Campaign,https://dojmt.gov/wp-content/uploads/platebuffalofieldcampaignThumb.jpg,imgs/buffalo_field_campaign.jpg
Council on Wildlife and Fish,https://dojmt.gov/wp-content/uploads/Council-on-Wildlife-and-Fish-2023-Redesign-thumbnail-1.jpg,imgs/council_on_wildlife_and_fish.jpg
"Ducks Unlimited, Inc.",https://dojmt.gov/wp-content/uploads/Ducks-Unlimited-2023-Redesign-thumbnail.jpg,imgs/ducks_unlimited_inc.jpg
Ecology Project International,https://dojmt.gov/wp-content/uploads/Ecology-Project-International-Web-Thumb.jpg,imgs/ecology_project_international_2.jpg
Friends of Lee Metcalf National Wildlife Refuge,https://dojmt.gov/wp-content/uploads/platefriendsleemetcalfwildliferefugeThumb.jpg,imgs/friends_of_lee_metcalf_national_wildlife_refuge.jpg
Grizzly & Wolf Discovery Center,https://dojmt.gov/wp-content/uploads/plategrizwolfdc-thumbs.jpg,imgs/grizzly_wolf_discovery_center.jpg
"Heart of the Valley, Inc.",https://dojmt.gov/wp-content/uploads/heart-of-the-valleyThumb.jpg,imgs/heart_of_the_valley_inc.jpg
Humane Society of Northwest Montana,https://dojmt.gov/wp-content/uploads/Humane-Society-of-Northwest-Montana-Thumb.jpg,imgs/humane_society_of_northwest_montana.jpg
Lewis & Clark Humane Society,https://dojmt.gov/wp-content/uploads/platelewisandclarkhumanesocietysmall-thumb.jpg,imgs/lewis_clark_humane_society.jpg
Missoula Horse Council Big Sky Horse Park,https://dojmt.gov/wp-content/uploads/Missoula-Horsemans-Council-dba-Missoula-Equestrian-Park-Thumb.jpg,imgs/missoula_horse_council_big_sky_horse_park_2.jpg
Montana Audubon,https://dojmt.gov/wp-content/uploads/platemontanaaudubon-thumbs.jpg,imgs/montana_audubon.jpg
Montana Council of Trout Unlimited,https://dojmt.gov/wp-content/uploads/platetroutunlimitedThumb.jpg,imgs/montana_council_of_trout_unlimited.jpg
Montana Cutting Horse Association,https://dojmt.gov/wp-content/uploads/Montana-Cutting-Horse-Association_Thumb-Recovered-1.jpg,imgs/montana_cutting_horse_association.jpg
Montana Horse Sanctuary,https://dojmt.gov/wp-content/uploads/platemontanahorsesanctuary-thumbs.jpg,imgs/montana_horse_sanctuary.jpg
Montana Loon Society,https://dojmt.gov/wp-content/uploads/plateMontanaLoonSocietyThumb.jpg,imgs/montana_loon_society.jpg
Montana Raptor Conservation Center,https://dojmt.gov/wp-content/uploads/platemontanaraptorconservationcenterThumb.jpg,imgs/montana_raptor_conservation_center.jpg
Montana Spay/Neuter Task Force,https://dojmt.gov/wp-content/uploads/platespayneuter-thumbs.jpg,imgs/montana_spay_neuter_task_force.jpg
Montana Waterfowl Foundation,https://dojmt.gov/wp-content/uploads/Montana-Waterfowl-Foundation-Thumbnail.jpg,imgs/montana_waterfowl_foundation.jpg
Montana Wild Sheep Foundation,https://dojmt.gov/wp-content/uploads/plateMontanaWildSheepFoundationThumb.jpg,imgs/montana_wild_sheep_foundation.jpg
Montana Wildlife Federation,https://dojmt.gov/wp-content/uploads/Montana-Wildlife-Federation-Thumb.jpg,imgs/montana_wildlife_federation.jpg
Mule Deer Foundation,https://dojmt.gov/wp-content/uploads/Mule-Deer-FoundationThumb.jpg,imgs/mule_deer_foundation.jpg
National Wildlife Federation,https://dojmt.gov/wp-content/uploads/platenationalwildlifefederationThumb.jpg,imgs/national_wildlife_federation.jpg
"Pheasants Forever, Inc.",https://dojmt.gov/wp-content/uploads/platepheasantsforeverThumb.jpg,imgs/pheasants_forever_inc.jpg
Rocky Mountain Elk Foundation,https://dojmt.gov/wp-content/uploads/Rocky-Mtn-Elk-Foundation_Thumb-new-font.jpg,imgs/rocky_mountain_elk_foundation.jpg
Stafford Animal Shelter (Humane Society of Park County),https://dojmt.gov/wp-content/uploads/platestaffordanimalshelter-thumbs.jpg,imgs/stafford_animal_shelter_humane_society_of_park_county.jpg
The Vital Ground Foundation,https://dojmt.gov/wp-content/uploads/platevitalgroundfoundationThumb.jpg,imgs/the_vital_ground_foundation.jpg
Walleyes Unlimited of Montana,https://dojmt.gov/wp-content/uploads/platewalleyesunlimitedThumb.jpg,imgs/walleyes_unlimited_of_montana.jpg
Yellowstone Wildlife Sanctuary,https://dojmt.gov/wp-content/uploads/plateyellowstonewildlifesanctuarysmall-thumb.jpg,imgs/yellowstone_wildlife_sanctuary.jpg
ZooMontana,https://dojmt.gov/wp-content/uploads/Zoo-Montana-Thumbnail.jpg,imgs/zoo_montana.jpg
Montana 4-H Foundation,https://dojmt.gov/wp-content/uploads/platemontana4hThumb.jpg,imgs/montana_4_h_foundation.jpg
"Montana FFA Foundation, Inc.",https://dojmt.gov/wp-content/uploads/MT-FFA-2018-Cropped-Thumbnail.jpg,imgs/montana_ffa_foundation_inc.jpg
Montana Youth Sports Association,https://dojmt.gov/wp-content/uploads/mt-youth-sports-thumb-1.jpg,imgs/montana_youth_sports_association_2.jpg
Youth Overcoming Life’s Obstacles,https://dojmt.gov/wp-content/uploads/Youth-Overcoming-Lifes-Obstacles-Cropped-Thumbnail.jpg,imgs/youth_overcoming_life_s_obstacles.jpg
